ID;Active;Name;Categories;Price tax included;Tax rules ID;Reference;Description;Short description;Weight;Image URLs;URL rewritten
159;1;100% Almond Oil of Pagaioils, 50ml;43;8.40;1;1/2019-14-Essential;100% Almond Oil of Pagaioils Basic information of Almond oil: Almond oil comes from cold pressing of almonds, traditionally used in aromatherapy as a basic carrier for the dissolution of essential oils, as a basic vegetable oil for massage, as a product of skin and hair care, but also as a pharmaceutical oil. It is odorless, hypoallergenic with very nice light texture, while it spreads and absorbs very easily. It is considered one of the best oils because it is not too heavy or sticky. It is also very moisturizing and for this of its property, it is used by many cosmetic and skin care companies. Components: Almond oil contains vitamins A, E, B1, B2, B6, K, trace elements, such as calcium, chlorine, magnesium and phosphorus. It is rich in fatty acids and contains zinc and iron. It is rich in palmitate, oleic and linoleic acid, elements that are precious for our skin. Therapeutic actions and uses For dark circles under the eyes, apply almond oil in the evening and let it work during sleep. It offers health and shine to the hair. It is softening and beneficial, especially for the ends of the hair. Apply a few hours before shampooing at the ends of your hair. Almond oil is soothing and anti-inflammatory, it does very well in cases of irritations, such as after hair removal, is very useful in cases of dry scalp. Small infections, irritations, burns, sores, even eczema can also be treated and treated with the use of almond oil. It is an excellent cleanser for every type of skin. Helps skin regeneration, tightening pores and reducing scars. Effective against acne. Oil massage improves blood circulation and moisturizes dry and dull skin effectively, making it look smoother and shinier. For strong, dense and beautiful eyelashes, apply a little of almond oil every night on your eyelash line. For strong eyebrows, pass a little of almond oil. Moisturizes dry and chapped lips. For strong and white nails, pour over the almond oil. It is an excellent oil for make-up remover (especially if you use it with rosewater in equal proportions). It is useful after exposure to the sun. Precautions Avoid using it if you have nut allergy. Store in a dry and cool place to prevent damage. More products of Pagaioils you will find: here...;Pagaioils Almond Oil, 50ml;0.050000;https://aspriter.am/184-home_default/pagaioils-almond-oil-50ml.jpg;pagaioils/159-pagaioils-almond-oil-50ml
160;1;She is full of sea - painting by Angelina - 20x40 cm;40;378.15;1;6/2018-10-Angelina;She Is full of sea - painting by artist Angelina Size: 20x40 cm canvas oil;She is full of sea - painting by Angelina - 20x40 cm. Canvas, oil. Price: 450 EUR. Shipping time: 3-7 days.;;https://aspriter.am/187-home_default/she-is-full-of-sea-painting-by-angelina-20x40-cm.jpg;angelina-paintings-shop-category/160-she-is-full-of-sea-painting-by-angelina-20x40-cm
161;1;Fire wine - painting by Angelina - 50x70 cm;40;462.18;1;6/2018-10-Angelina;Fire wine - painting by Angelina Size: 50/70cm canvas oil;Fire wine - painting by world artist Angelina - 50x70 cm. Price: 550 EUR. Shipping time: 3-7 days.;;https://aspriter.am/188-home_default/fire-wine-painting-by-angelina-50x70-cm.jpg;angelina-paintings-shop-category/161-fire-wine-painting-by-angelina-50x70-cm
162;1;Green sun - painting by Angelina - 50x60 cm;40;478.99;1;6/2018-10-Angelina;Green Sun - painting by world artist Angelina Size: 50x60cm canvas oil;Green sun - painting by Angelina - 50x60 cm. Canvas, oil. Price: 570 EUR. Shipping time: 3-7 days.;;https://aspriter.am/189-home_default/green-sun-painting-by-angelina-50x60-cm.jpg;angelina-paintings-shop-category/162-green-sun-painting-by-angelina-50x60-cm
164;1;Pagaioils Artemisia-Avistia essential oil, 5ml;43;16.72;1;1/2019-14-Essential;Pagaioils 100% essential oil Artemisia-Avistia, 5ml Artemisia is known as the best herb for worms. It is antispasmodic(recommended for problems of hysteria, convulsions, epilepsy, anxiety, nervous vomiting). There is evidence that it is antifungal and has antibacterial properties. Relieves rheumatic and arthritic pain. It is a diuretic, a digestive agent. A slight antipyretic effect. It can be used to treat hemorrhoids and sinusitis. Attention Take this remedy in small portions, and do not use for more than two weeks. Over a longer period, it may be poisoning cause. It should not be given to pregnant or lactating women. In any case, a specialist should be consulted. More products of Pagaioils you will see: here...;Artemisia is known as the best herb for worms. It is antispasmodic(recommended for problems of hysteria, convulsions, epilepsy, anxiety, nervous vomiting).;0.005000;https://aspriter.am/190-home_default/artemisia-avistia-essential-oil.jpg;pagaioils/164-artemisia-avistia-essential-oil
165;1;Crete honey - 1kg;19;13.45;1;12/1Raw;Crete honey - 1 kg The Cretan thyme honey product* , certified as P.D.O. by the European Union, is one of the highest quality honeys in the world. People have loved honey since the Stone Age. The ancient Egyptians offered it to the gods and the ancient Greeks, Romans and Chinese used it as an ointment against wounds, to treat fever and stomach complaints. Today, its curative properties are that can prevent cancer and reduce heart disease, ulcers, alleviate digestive problems, regulate blood sugar, cough and sore throat. The blooming, aromatic flora of the Cretan mountains is transformed into honey, one of the most valuable and nutritious foods for mankind. It gives energy to the muscles, clarity of mind, disinfects the organs of the human body, provides vitality and prolongs life. *Designation of origin means a name identifying a product (a) which originates in a particular place, in a particular region or in exceptional cases, a country (b) whose quality or characteristics are essentially or exclusively due to a particular geographical environment and (c) the stages of production, all of which take place in the defined geographical area.;The Cretan thyme honey product*, certified as P.D.O. by the European Union, is one of the highest quality honeys in the world. People have loved honey since the Stone Age.;1.000000;https://aspriter.am/192-home_default/crete-honey-1kg.jpg;honeytea/165-crete-honey-1kg
166;1;Oregana organic essential oil - 5ml;54;18.07;1;1/19-Oregano;Oregano Organic Essential Oil 5ml, Vegan Registered 100% pure, natural, undiluted. Made in Greece from controlled organic cultivation of Origanum vulgare ssp. Hirtum. Approved organic distillation. Strong antibiotic, anti fungal and antioxidant properties that naturally strengthen the immune system without affecting the body's natural balance.;100% pure, natural, undiluted. Made in Greece from controlled organic cultivation of Origanum vulgare ssp. Hirtum. Approved organic distillation.;0.005000;https://aspriter.am/193-home_default/oregana-organic-essential-oil-5ml.jpg;olive-oils-products/166-oregana-organic-essential-oil-5ml
167;1;Oregano organic essential oil - 10ml;54;31.51;1;1/19-Organic;Oregano Organic Essential Oil 10ml, Vegan Registered 100% pure, natural, undiluted. Made in Greece from controlled organic cultivation of Origanum vulgare ssp. Hirtum. Approved organic distillation. Flavored, smoked olive oils and oregano for seasoning all kinds of dishes or salads. Strong antibiotic, anti fungal and antioxidant properties that naturally strengthen the immune system without affecting the body's natural balance. With the Aetheleon Olive Oil/Oregeno Concentrate you bring an unforgettable taste to the Horiatiki Salata (Greek farmer's salad), combining many aromas from the nature of Greece.;Oregano organic essential oil - 10ml. 100% pure, natural, undiluted. Made in Greece from controlled organic cultivation of Origanum vulgare ssp. Hirtum.;0.010000;https://aspriter.am/194-home_default/oregano-organic-essential-oil-10ml.jpg;olive-oils-products/167-oregano-organic-essential-oil-10ml
168;1;Myrovolos Oregano - 25gr;20;2.02;1;1/20-Gewürzlorbeer;Myrovolos Oregano from Chios, 25g Best Oregano from Chios/Greece. Oregano herbs have a wide culinary and industrial applications due to the high antioxidant and other very good activity of their main essential oil compound, Carvacrol.;Oregano herbs have a wide culinary and industrial applications due to the high antioxidant and other very good activity of their main essential oil compound, Carvacrol.;0.025000;https://aspriter.am/195-home_default/myrovolos-oregano-25gr.jpg;spices-shop-category/168-myrovolos-oregano-25gr
169;1;Myrovolos spice laurel - 25gr;20;2.02;1;1/20-Myrovolos;Spiced bay laurel from Chios, 25g Bay leaves are well-known as a kitchen spice. We know bay leaves mainly as a kitchen spice for dishes. The up to ten meter high laurel tree, which is native to Greece and the Mediterranean region, is known to considerably fewer people. This evergreen tree bears the typical evergreen leaves.;Myrovolos spice laurel - 25gr. Bay leaves are well-known as a kitchen spice. We know bay leaves mainly as a kitchen spice for dishes.;0.025000;https://aspriter.am/197-home_default/myrovolos-spice-laurel-25gr.jpg;spices-shop-category/169-myrovolos-spice-laurel-25gr
170;1;Myrovolos Rosemary - 25gr;20;2.02;1;1/17Vevi;Myrovolos rosemary from Chios, 25g Rosemary is native to the Mediterranean region, but it is often cultivated in Germany. Rosemary is undoubtedly one of the best-known aromatic herbs and has been highly prized since ancient times. This needle-like herb, which is actually a half rove, cannot be missing in any Mediterranean cuisine today. But rosemary is more than just a kitchen herb. With its stimulating effect, it is relatively rare among medicinal plants, so it plays an important role in the treatment of low blood pressure. Its numerous ingredients have a great healing significance.;Myrovolos rosemary from Chios, 25g. Rosemary is native to the Mediterranean region, but it is often cultivated in Germany.;0.025000;https://aspriter.am/199-home_default/myrovolos-rosemary-25gr.jpg;spices-shop-category/170-myrovolos-rosemary-25gr
171;1;Myrovolos Green Mint - 25gr;20;2.02;1;1/20-Myrovolos;Myrovolos Green Mint, 25g Green mint is ideal for seasoning meatballs, but also for salads. If you wish, you can also briefly stir the green mint in olive oil or butter and finally add this to the bean soup or vegetable stew. We deliver the Myrovolos freeze-dried green mint to you - it is not to be compared with the conventional, dried mint regarding flavor and color. The special process preserves aromas and color. The Best quality from Chios Greece via aspriter.am .;Myrovolos Green Mint - 25gr. If you wish, you can also briefly stir the green mint in olive oil or butter and finally add this to the bean soup or vegetable stew.;0.025000;https://aspriter.am/201-home_default/myrovolos-green-mint-25gr.jpg;spices-shop-category/171-myrovolos-green-mint-25gr
172;1;Myrovolos dry lavender - 25gr;20;2.02;1;1/20-Myrovolos;Myrovolos dry lavender - 25gr Lavender is undoubtedly one of the most famous herbs. The fragrant plant with its violet flowers adorns many gardens and window sills. But the lavender can look much more than just very pretty. As a medicinal herb, it alleviates many complaints such as insomnia, nervous weakness or migraine. Leaves and flowers can also be used in the kitchen for many dishes. The fragrant lavender is reminiscent of southern France, where it thrives in large fields. There the whole area smells of lavender. In Germany, it is often planted in the gardens because it not only smells good but also looks pretty. The scent of lavender calms, cleanses and has a healing effect on people in many ways. It is especially proven for restless babies and their problems. Here can be a lavender pillow Miracles work. Healing effect Antiseptic Calming Flatulence Urinary Antispasmodic Asthma Eye circles Fatigue Heart complaints Hypertension Cough Circulatory weakness Stomach cramps Migraine Nervousness Neuralgia Rheumatic pain Insomnia Tension headache Headache Water retention Inflamed wounds Facial rose Erysipelas Shingles;Myrovolos dry lavender. Lavender is undoubtedly one of the most famous herbs. The fragrant plant with its violet flowers adorns many gardens and window sills.;0.025000;https://aspriter.am/203-home_default/myrovolos-dry-lavender-25gr.jpg;spices-shop-category/172-myrovolos-dry-lavender-25gr
173;1;Myrovolos Lemon Melissa - 25gr;20;2.02;1;1/20-Myrovolos;Myrovolos Lemon Melissa - 25gr The lemon balm from Chios/Greece is one of the classic culinary and medicinal herbs that no garden or balcony should be without. The mild, lemon-scented aroma makes lemon balm one of the most popular and versatile aromatic herbs. The ingredients contained in the lemon balm also help with nervous restlessness or stomach complaints. Lemon balm: Melissa is actually a plant from the Mediterranean region. But because it has so many healing effects, it has long been cultivated in Central European gardens. In the Middle Ages it even had to be cultivated by decree in every monastery garden, because even then it was considered very valuable and indispensable. It smells slightly lemon-like when rubbed, which is why it is often called lemon balm. Once it has become at home in a garden, it grows year after year and offers itself as house tea and a variety of medicines. The main application of balm is the calming of the nervous system, with which it can help against nervous heart complaints, sleep disorders, restlessness, irritability and many other nervous complaints. Main Usage restlessness and nervousness Healing effects Stimulating Antibacterial Encouraging Calming Relaxing Anti-spasmodic Cooling Anti-fungal Analgesic Sweat-inducing Virus-inhibiting Areas of Use Anxiety loss of appetite asthma dark circles bloating bruising bronchitis cold fever ulcers gout flu heart trouble(nervous) cough insect bites sciatica headache lip herpes stomach cramps stomach trouble Promotes menstruation menstrual cramps migraine milk congestion neuralgia ear pain periodic cramps bruising irritability rheumatism sleep disorders heartburn restlessness abdominal diseases menopausal symptoms wounds toothache;The lemon balm from Chios/Greece is one of the classic culinary and medicinal herbs that no garden or balcony should be without.;0.025000;https://aspriter.am/205-home_default/myrovolos-lemon-melissa-25gr.jpg;spices-shop-category/173-myrovolos-lemon-melissa-25gr
174;1;Myrovolos Thyme - 25gr;20;2.02;1;1/17Vevi;Myrovolos Greek thyme from Chios, 25g Thyme & Cuisine: Thyme goes well with fish and poultry, lamb and veal. Last but not least, the cabbage also goes well with leaf salads or sheep's cheese baked in aluminum foil. Thyme is a versatile medicinal and aromatic herb. With its unmistakable taste it spices numerous Mediterranean dishes. But the thyme can do much more. In natural medicine, the plant is regarded as an excellent medicinal herb, which can relieve colds, coughs and stomach complaints, among other things. The antibacterial and anti-inflammatory properties of thyme earned it the title of a medicinal plant. Thyme is not only an interesting spice plant, but also an important medicinal plant for coughing and disinfection. The persistent plant grows bravely year after year in the herb garden and smells spicy. The small leaves are quite easy to rebuff from the woody stem and can be used as a kitchen spice or tea. You can hardly imagine Povencal recipes without thyme. As a medicinal plant, thyme is the purest jack-of-all-trades. There's hardly an area where the thyme can't help. Its greatest strength, however, lies in its healing effect on the respiratory organs. Healing effect Properties Stimulating Antibacterial Calming Bleeding Disinfectant Anti-inflammatory Anti-spasmodic Mushroom killing Mucolytic Analgesic Sweat killer Tonifying Respiratory Bronchitis Cough Whooping cough Irritant cough Spasmodic cough asthma cold sore throat hoarseness laryngeal catarrh tracheitis gum inflammation digestive system digestive weakness heartburn bloating stomach complaints diarrhea bad breath liver weakness;Thyme & Cuisine: Thyme goes well with fish and poultry, lamb and veal. Last but not least, the cabbage also goes well with leaf salads or sheep's cheese baked in aluminum foil.;0.025000;https://aspriter.am/207-home_default/myrovolos-thyme-25gr.jpg;spices-shop-category/174-myrovolos-thyme-25gr
178;1;Essential cedar wood oil - Thraco - 10ml;58;3.70;1;1/9-Olivenseife-Kiefernharz;Thraco Essential Cedar Wood Oil, 10ml Juniperus virginiana - The essential cedar wood oil has a pale, warm and woody aroma. It is often used in meditation by providing spiritual clarity. It is also used to treat the body, acts as a tonic, stimulates blood circulation, fights cellulite and fluid retention. It contains cosmetic recipes and has a soothing effect on oily and acne skin, balances sebum secretion and effectively treats hair loss and dandruff. The essential oil from cedar wood soothes the mucous cough through steam inhalation and fights infections of the respiratory tract. On a psychological level, cedar wood strengthens self-confidence, strengthens mental performance, combats stress and phobias. Properties Antiseptic antifungal astringent insect repellent Usage For external use only. Please dissolve in a vegetable base oil (e.g. almond oil) for massage. In aromatherapy diffuses diluted in water. To inhale, place 6-8 drops of essential oil in a pot of boiling water. Locally in the affected skin areas, dissolved in base oil, in a ratio of 1:3. Papers impregnated with the essential oil are placed in the drawers as moth repellents.;It is often used in meditation by providing spiritual clarity. It is also used to treat the body, acts as a tonic, stimulates blood circulation, fights cellulite and fluid retention.;0.010000;https://aspriter.am/214-home_default/essential-cedar-wood-oil-thraco-10ml.jpg;thraco-products/178-essential-cedar-wood-oil-thraco-10ml
179;1;Bay laurel essential oil - Thraco - 10ml;58;9.24;1;1/9-Olivenölseife;Bay laurel essential oil - Thraco - 10ml Laurus nobilis leaf oil - Bay Laurel is one of the best known essential oils for treating the scalp. It activates the blood circulation of the scalp, combats dandruff, nourishes and stimulates the hair. The properties of Bay Laurel make the essential oil good for therapeutic massages to relieve physical pain. It also has a beneficial effect on the respiratory tract when used for steam inhalation. On a psychological level laurel oil strengthens self-confidence. For external use only. It is not recommended for sensitive skin and for long-term use. Laurus nobilis leaf oil has cool, spicy, high notes reminiscent of camphor, with sweet, warm balsamic underwool. It goes well with the essential oils of most spices and citrus fruits (Farrer-Halls, 2007). Properties analgesic antiseptic astringent expectorant How to use For external use only. It is not recommended for sensitive skin and for long-term use. Please pay attention! Application: dissolved in a natural base oil (e.g. almond oil) for massage. For aromatherapy diffuses. To inhale, put 4-5 drops of essential oil in a pot of boiling water.;Bay Laurel is one of the best known essential oils for treating the scalp. It activates the blood circulation of the scalp, combats dandruff, nourishes and stimulates the hair.;0.010000;https://aspriter.am/215-home_default/bay-laurel-essential-oil-thraco-10ml.jpg;thraco-products/179-bay-laurel-essential-oil-thraco-10ml
180;1;Olive oil soap with activated carbon - Thraco - 100gr;58;4.20;1;1/9-Olivenölseife;Olive oil soap with activated carbon - Thraco - 100g A gentle, skin-friendly soap suitable for daily use. For deep cleansing and detoxification. The soap has essential ingredients with extra virgin olive oil. Activated carbon has been added to the classic olive oil soap formula to effectively care for the skin exposed to daily stress. Activated carbon has the ability to bind and remove pollutants from the outer layer of the skin and prepares it to take the care it deserves. It balances the fat level of the skin and is considered effective in the treatment of eczema and psoriasis. Removes excess sebum from the pores and is an excellent weapon in the fight against acne. Activated carbon is also regarded as an inhibitor of premature aging and skin flaccidity. Ideal for daily use on face and body. Suitable for all skin types. Ingredients Sodium olivate, sodium cocoate, carbon, sodium almondate, sodium wheat germ, fragrance.;A gentle, skin-friendly soap suitable for daily use. For deep cleansing and detoxification. The soap has essential ingredients with extra virgin olive oil.;0.110000;https://aspriter.am/216-home_default/olive-oil-soap-with-activated-carbon-thraco-100gr.jpg;thraco-products/180-olive-oil-soap-with-activated-carbon-thraco-100gr
181;1;Olive soap with Scandinavian pine resin - Thraco - 110gr;58;4.20;1;1/9-Olivenölseife;Olive soap with Scandinavian pine resin - Thraco - 110g Following the traditional Scandinavian soap recipe with pine resin, we offer a natural soap with the essential ingredient of extra virgin olive oil to which we have added high quality natural oils. Soap with an unmistakable pine aroma. Scandinavian pine resin is known for its antimicrobial and antifungal properties. It is considered effective in the treatment of dermatological problems such as eczema, psoriasis and dandruff. Ideal for the care of skin areas affected by everyday stress. Gentle soap for body and hair. This soap is not recommended for very dry skin. Ingredients Sodium Olivate, Sodium Cocoate, Palustris (Pine) Wood Tar, Sodium Almondate, Sodium Weatgermate, Fragrance.;Following the traditional Scandinavian soap recipe with pine resin, we offer a natural soap with the essential ingredient of extra virgin olive oil.;0.110000;https://aspriter.am/217-home_default/olive-soap-with-scandinavian-pine-resin-thraco-110gr.jpg;thraco-products/181-olive-soap-with-scandinavian-pine-resin-thraco-110gr
182;1;Olive soap with donkey milk - Thraco - 110gr;58;4.20;1;1/9-Olivenölseife-Aktivkohle;"Olive soap with donkey milk - Thraco - 110g Both olive oil and the soap's other natural oils have been combined with donkey milk to give your skin the nutrition, moisture and suppleness it deserves. A gentle, skin-friendly soap suitable for daily use. This soap is also known as ""Cleopatra soap"". Donkey milk is a rich source of vitamins A, B1, B2, B6, D and E, minerals, trace elements and healthy fatty acids (Ω3, Ω6). It is considered anti-inflammatory, antibacterial and is indicated for the treatment of skin diseases (acne, eczema, psoriasis). Gentle soap for daily cleansing of face and body. Ideal for all skin types. Ingredients Sodium olivate, Equus Asinus (donkey) milk, sodium coconut, sodium palmate, sodium almondate, fragrance.";Both olive oil and the soap's other natural oils have been combined with donkey milk to give your skin the nutrition, moisture and suppleness it deserves.;0.110000;https://aspriter.am/218-home_default/olive-soap-with-donkey-milk-thraco-110gr.jpg;thraco-products/182-olive-soap-with-donkey-milk-thraco-110gr
183;1;Olive Oil Soap - Orange & Cinnamon - Thraco - 110gr;58;2.94;1;1/9-Olivenseife;Olive Oil Soap - Orange & Cinnamon - Thraco - 110g Natural, handmade olive oil soap with essential orange and cinnamon oils. Daily gentle soap for face, body, hair. Suitable for all skin types. The handmade cinnamon-orange soap from Greece is suitable for all skin types, also for sensitive skin with relaxing, warming and moisturizing natural effect. Ingredients Sodium Olivate, Sodium Cocoate, Aqua, Citrus Aurantum Dulcis Peel Oil, Cinnamomum Zeylanicum Leaf Oil.;Natural, handmade olive oil soap with essential orange and cinnamon oils. Daily gentle soap for face, body, hair. Suitable for all skin types.;0.110000;https://aspriter.am/219-home_default/olive-oil-soap-orange-cinnamon-thraco-110gr.jpg;thraco-products/183-olive-oil-soap-orange-cinnamon-thraco-110gr
184;1;Olive Oil Soap Eucalyptus - 110gr - Thraco;58;2.94;1;1/9-Olivenölseife-Orange+Zimt;Natural olive oil soap with essential oils of pine and eucalyptus 110g Olive Oil Soap from Premium Olive Oil A soap for everyday use for the body, face and hair. Suitable for all skin types. Without fragrance additives, especially suitable for problematic and dry sensitive skin. Ingredients Sodium Olivate, Sodium Cocoate, Aqua, Pinus pumilio branch/leaf Oil, Eucalyptus globulus leaf oil, Citrus limon peel oil.;A soap for everyday use for the body, face and hair. Suitable for all skin types. Without fragrance additives, especially suitable for problematic and dry sensitive skin.;0.110000;https://aspriter.am/220-home_default/olive-oil-soap-eucalyptus-110gr-thraco.jpg;thraco-products/184-olive-oil-soap-eucalyptus-110gr-thraco
185;1;Thraco Olive Oil Soap Lavender - 110gr;58;2.94;1;1/9-Olivenölseife-Aktivkohle;Thraco Olive Oil Soap Lavender - 110g The soap is ideal as hand soap, for face and body cleansing or for a fragrant hair wash. These fragrant olive oil soaps are ideal for skin and hair care. They are made in Greece from traditional soap blocks with the addition of essential oils. Suitable for daily hair and body cleansing. The skin remains soft and supple due to the moisturizing properties of olive oil. Regular use of the soap can help to improve the appearance of the skin due to its natural ingredients. Please store the soap in a dry place after use. Ingredients Sodium olivate, Sodium cocoate, Aqua, Lavandula angustifolia herb oil.;The soap is ideal as hand soap, for face and body cleansing or for a fragrant hair wash. These fragrant olive oil soaps are ideal for skin and hair care.;0.110000;https://aspriter.am/221-home_default/thraco-olive-oil-soap-lavender-110gr.jpg;thraco-products/185-thraco-olive-oil-soap-lavender-110gr
186;1;Thraco Olive oil soap 110gr;58;2.94;1;1/9-Olivenseife;Thraco - Olive oil soap - 110g Fine olive oil soap from Thraco Made from pure Greek organic olive oil in traditional handicraft in Greece. Gentle cleansing for hands, body and face, makes dry and sensitive skin velvety soft again. Ingredients Sodium olivate, sodium cocoate, aqua, menta viridis leaf oil.;Thraco Made from pure Greek organic olive oil in traditional handicraft in Greece. Gentle cleansing for hands, body and face, makes dry and sensitive skin velvety soft again.;0.110000;https://aspriter.am/222-home_default/thraco-olive-oil-soap-110gr.jpg;thraco-products/186-thraco-olive-oil-soap-110gr
187;1;Organic Spirulina Tablets - 144gr;56;29.41;1;1/21-Spirulina;Organic Spirulina Tablets - 144gr - 480 pieces Directly from the manufacturer in Greece. The microalga Spirulina is one of the best natural sources of protein and was discovered by the Aztecs (the Aztecs were members of a Mesoamerican civilization that created a high culture and existed between the 14th and early 16th centuries) in the 16th century and consumed daily for its strengthening and nourishing effects. Directly sourced from Greece and harvested by hand to ensure the best quality in Europe. Package with 120 pieces/36g or 480 pieces/144g. 100% natural product from Hellas. Collected and naturally dried with the help of the sun. Try it in salads, yoghurt and muesli. Vitamins A, B1, B2, B3, B6, B12, E, K. - Antioxidant compounds - B-carotene, zeaxanthin, phycocyanin - minerals and trace elements - calcium, iron, copper, chromium, manganese, selenium, magnesium, zinc - fatty acids (GLA) gamma-linolenic acid (ALA) α-linolenic acid, high - polysaccharides Ca-Sp calcium spiroylan - amino acids isoleucine, leucine, lysine, methionine, threonine, tryptophan, valine, phenylalanine. Rich in vitamin, B complex, vitamin A and vitamin E. Please note The best producers of spirulina in Europe are in Greece, Spain, France and Italy. Much of what is offered here in Germany usually comes from the Far East. Quality has its price.;Package with 120 pieces/36g or 480 pieces/144g. 100% natural product from Hellas. Collected and naturally dried with the help of the sun. Try it in salads, yoghurt and muesli.;0.144000;https://aspriter.am/223-home_default/organic-spirulina-tablets-144gr.jpg;spirulina-products/187-organic-spirulina-tablets-144gr
188;1;Organic Spirulina Tablets - 36gr - 10EUR;56;8.40;1;1/19-Organic;Organic Spirulina Tablets - 36gr - 10EUR - 120 pieces Directly from the manufacturer in Greece. The microalga Spirulina is one of the best natural sources of protein and was discovered by the Aztecs (the Aztecs were members of a Mesoamerican civilization that created a high culture and existed between the 14th and early 16th centuries) in the 16th century and consumed daily for its strengthening and nourishing effects. Directly sourced from Greece and harvested by hand to ensure the best quality in Europe. Package with 120 pieces/36g or 480 pieces/144g. 100% natural product from Hellas. Collected and naturally dried with the help of the sun. Try it in salads, yogurt and muesli. Vitamins A, B1, B2, B3, B6, B12, E, K. - Antioxidant compounds - B-carotene, zeaxanthin, phycocyanin - minerals and trace elements - calcium, iron, copper, chromium, manganese, selenium, magnesium, zinc - fatty acids (GLA) gamma-linolenic acid (ALA) α-linolenic acid, high - polysaccharides Ca-Sp calcium spiroylan - amino acid's isoleucine, leucine, lysine, methionine, threonine, tryptophan, valine, phenylalanine. Rich in vitamin, B complex, vitamin A and vitamin E. Please note The best producers of spirulina in Europe are in Greece, Spain, France and Italy. Much of what is offered here in Germany usually comes from the Far East. Quality has its price.;Vitamins: A, B1, B2, B3, B6, B12, E, K. - Antioxidant compounds - B-carotene, zeaxanthin, phycocyanin - minerals and trace elements - calcium, iron, copper, chromium.;0.036000;https://aspriter.am/224-home_default/organic-spirulina-tablets-36gr-10eur.jpg;spirulina-products/188-organic-spirulina-tablets-36gr-10eur
189;1;Organic Spirulina Powder - 200gr;56;31.09;1;1/21-Spirulina;Organic Spirulina Powder - 200gr Directly from the manufacturer in Greece. The microalga Spirulina is one of the best natural sources of protein and was discovered by the Aztecs (the Aztecs were members of a Mesoamerican civilization that created a high culture and existed between the 14th and early 16th centuries) in the 16th century and consumed daily for its strengthening and nourishing effects. Directly sourced from Greece and harvested by hand to ensure the best quality in Europe. Package with 50g or 200g. 100% natural product from Hellas. Collected and naturally dried with the help of the sun. Try it in salads, yogurt and muesli. Vitamins A, B1, B2, B3, B6, B12, E, K. - Antioxidant compounds - B-carotene, zeaxanthin, phycocyanin - minerals and trace elements - calcium, iron, copper, chromium, manganese, selenium, magnesium, zinc - fatty acids (GLA) gamma-linolenic acid (ALA) α-linolenic acid, high - polysaccharides Ca-Sp calcium spiroylan - amino acid's isoleucine, leucine, lysine, methionine, threonine, tryptophan, valine, phenylalanine. Rich in vitamin, B complex, vitamin A and vitamin E. Please note The best producers of spirulina in Europe are in Greece, Spain, France and Italy. Much of what is offered here in Germany usually comes from the Far East. Quality has its price.;Organic Spirulina Powder - 200gr. The microalga Spirulina is one of the best natural sources of protein and was discovered by the Aztecs.;0.200000;https://aspriter.am/225-home_default/organic-spirulina-powder-200gr.jpg;spirulina-products/189-organic-spirulina-powder-200gr
190;1;Organic Spirulina Powder - 50gr;56;8.40;1;1/19-Organic;Organic Spirulina Powder - 50gr Directly from the manufacturer in Greece. The microalga Spirulina is one of the best natural sources of protein and was discovered by the Aztecs (the Aztecs were members of a Mesoamerican civilization that created a high culture and existed between the 14th and early 16th centuries) in the 16th century and consumed daily for its strengthening and nourishing effects. Directly sourced from Greece and harvested by hand to ensure the best quality in Europe. Package with 50g or 200g. 100% natural product from Hellas. Collected and naturally dried with the help of the sun. Try it in salads, yogurt and muesli. Vitamins A, B1, B2, B3, B6, B12, E, K. - Antioxidant compounds - B-carotene, zeaxanthin, phycocyanin - minerals and trace elements - calcium, iron, copper, chromium, manganese, selenium, magnesium, zinc - fatty acids (GLA) gamma-linolenic acid (ALA) α-linolenic acid, high - polysaccharides Ca-Sp calcium spiroylan - amino acid's isoleucine, leucine, lysine, methionine, threonine, tryptophan, valine, phenylalanine. Rich in vitamin, B complex, vitamin A and vitamin E. Please note The best producers of spirulina in Europe are in Greece, Spain, France and Italy. Much of what is offered here in Germany usually comes from the Far East. Quality has its price.;Package with 50g or 200g. 100% natural product from Hellas. Collected and naturally dried with the help of the sun. Try it in salads, yoghurt and muesli.;0.050000;https://aspriter.am/226-home_default/organic-spirulina-powder-50gr.jpg;spirulina-products/190-organic-spirulina-powder-50gr
